age,monthly_income,employment_status,years_employed,credit_history_years,existing_loans,late_payments,defaulted_before,requested_amount,monthly_debt,debt_to_income,loan_to_income,credit_score,risk_level,approved
56,13142,Self-Employed,13,17,4,3,0,156782,483,0.0367523968954497,0.9941536042205651,570.9404961193121,Medium,1
53,12866,Employed,4,9,3,1,0,18448,3518,0.2734338566765117,0.11948805637597804,605.01865381626,Medium,1
50,7531,Self-Employed,17,10,4,4,1,20198,1533,0.2035586243526756,0.2234984287168592,442.1630593546674,High,0
47,31138,Employed,9,0,2,0,0,78158,169,0.005427451987924722,0.2091710022052369,616.7984456291349,Medium,1
54,30065,Employed,24,0,3,3,0,186871,1020,0.03392649259936804,0.5179638560895837,524.8509895227008,High,0
40,32956,Unemployed,18,12,4,0,0,171033,4964,0.15062507585872073,0.43247815268843304,625.9763017356476,Medium,1
27,13759,Unemployed,11,4,0,5,0,179079,847,0.06155970637400974,1.0846173413765536,497.5357947525256,High,0
22,8439,Self-Employed,17,19,4,3,0,70470,695,0.08235572935181894,0.6958762886597938,593.3647351581941,Medium,1
53,31270,Employed,16,0,2,3,0,188328,3346,0.10700351774864086,0.5018867924528302,527.0463703229932,High,0
51,16279,Self-Employed,29,19,1,4,0,25739,4013,0.24651391363105843,0.1317597313512296,617.5127464831992,Medium,1
48,26888,Employed,23,2,1,2,0,89054,31,0.0011529306753942279,0.2760029257165526,593.3014727759595,Medium,1
27,20630,Unemployed,10,17,4,1,0,63186,176,0.008531265147842948,0.25523509452254,658.6621425109064,Medium,1
36,38144,Employed,2,8,1,1,0,31547,2964,0.07770553691275167,0.06892084381991051,646.5400849412752,Medium,1
49,34182,Unemployed,22,13,4,1,0,99472,2112,0.061786905388801126,0.24250580227410137,633.0352232168977,Medium,1
18,28538,Unemployed,16,16,2,5,0,90823,3886,0.13616931810217955,0.26521071320111195,577.7470390356718,Medium,1
22,14824,Self-Employed,0,13,1,2,0,111887,1502,0.10132218024824609,0.6289744108652635,615.1028737182946,Medium,1
62,35125,Employed,14,3,0,0,1,187503,2315,0.06590747330960854,0.444846975088968,530.4002846975089,High,0
21,9979,Employed,27,4,4,1,0,161548,2644,0.2649564084577613,1.349066372716037,497.2612486221064,High,0
33,29189,Unemployed,8,16,1,0,0,15686,65,0.0022268662852444414,0.04478285198762091,717.0458049265135,Low,1
41,15504,Employed,14,1,2,2,0,153608,4228,0.27270381836945307,0.8256363949088408,512.7373581011352,High,0
33,23669,Unemployed,27,4,2,5,0,39062,1928,0.08145675778444379,0.13752869435407777,531.973467404622,High,0
19,9910,Employed,23,3,0,2,1,53216,584,0.05893037336024218,0.4474941136898756,491.07870837537837,High,0
45,37964,Employed,27,3,2,4,1,161113,1748,0.04604362027183648,0.3536530221613458,438.2555842376989,High,0
49,23131,Unemployed,28,5,2,1,0,36653,2204,0.09528338593229865,0.13204862161889527,615.6430763909905,Medium,1
44,28227,Self-Employed,2,19,1,5,0,26673,3630,0.12860027633117227,0.0787455273319871,614.8432352003401,Medium,1
37,8978,Employed,21,12,4,4,0,146439,1892,0.21073735798618845,1.3592392515036757,483.1571619514369,High,0
41,24991,Employed,26,4,3,1,0,24629,2429,0.09719499019647072,0.08212623211022635,603.4090272498099,Medium,1
29,20153,Employed,18,6,2,2,0,125756,3093,0.15347590929390165,0.5200052928430837,570.3825733141467,Medium,1
52,36548,Self-Employed,12,19,2,2,0,116641,973,0.026622523804312136,0.26595390536645874,665.8480628214951,Medium,1
50,6983,Employed,11,0,3,3,0,30063,4024,0.576256623227839,0.3587641414864671,469.32335672347125,High,0
50,12503,Unemployed,19,13,2,3,0,24322,2642,0.21130928577141486,0.1621077608040737,599.9164200591857,Medium,1
60,32921,Unemployed,0,3,1,2,0,17693,1442,0.04380182862002977,0.044786509117787025,607.0565900185293,Medium,1
54,19905,Employed,20,16,1,2,0,145313,4329,0.21748304446119066,0.6083605459264841,617.400401909068,Medium,1
29,26953,Self-Employed,16,13,3,0,0,165850,1477,0.054799094720439284,0.5127753249483669,647.6575891366452,Medium,1
20,29806,Employed,12,15,2,0,0,107379,770,0.025833724753405354,0.30021639938267464,683.8869690666309,Low,1
18,25168,Employed,0,13,2,4,0,17651,305,0.012118563254926891,0.058443923500741686,610.0391369993642,Medium,1
50,7583,Unemployed,9,15,4,3,0,162038,1,0.00013187392852433074,1.7807156358521254,518.1412369774496,High,0
57,14889,Employed,14,19,2,3,0,14275,270,0.018134193028410236,0.07989679181498646,658.0300893276916,Medium,1
27,30413,Employed,26,7,1,2,0,50606,4516,0.14848913293657318,0.13866329091726126,608.8615065925756,Medium,1
60,15275,Employed,26,2,0,2,0,6658,3214,0.21040916530278234,0.036322967812329514,592.5715220949263,Medium,1
61,5461,Employed,29,18,0,4,1,77468,863,0.1580296648965391,1.1821400231947752,470.1080388207288,High,0
46,17291,Employed,6,0,0,5,0,150320,2739,0.15840610722341103,0.7244616659919418,487.5235671736742,High,0
30,14435,Self-Employed,27,1,0,5,0,160509,2914,0.20187045375822654,0.9266193280221683,475.1783858676827,High,0
29,30935,Self-Employed,21,14,2,5,0,175799,106,0.0034265395183449166,0.47357092829050157,571.1745595603685,Medium,1
48,36453,Self-Employed,17,9,2,3,1,154273,3168,0.08690642745453049,0.3526755914007992,483.4106932214084,High,0
63,21544,Employed,15,17,4,0,0,46150,4644,0.2155588562940958,0.1785106448817923,658.422298551801,Medium,1
19,15258,Employed,13,13,2,5,0,19999,2599,0.17033687246034868,0.10922685367239043,568.0059640844147,Medium,1
52,33841,Employed,26,16,0,1,0,11376,2235,0.06604414763157117,0.0280133565792973,700.3939008894536,Low,1
40,13736,Employed,27,12,3,4,0,56673,2799,0.2037711124053582,0.3438228013977868,554.9180984274898,Medium,1
34,37964,Employed,17,0,3,5,0,8476,1511,0.0398008639763987,0.018605345414954517,514.1075755979349,High,0
43,31044,Employed,26,4,1,1,0,74902,18,0.0005798221878623889,0.20106408108920673,627.8665764721042,Medium,1
25,18997,Employed,6,12,1,5,0,96269,858,0.0451650260567458,0.42229913495113264,569.2422487761226,Medium,1
46,17215,Employed,16,13,2,0,0,198950,1416,0.08225384838803369,0.9630651563558912,627.3456288120824,Medium,1
43,36069,Unemployed,28,2,3,0,0,103331,3032,0.08406110510410601,0.2387345550657536,605.5885940835622,Medium,1
27,26911,Unemployed,17,14,0,5,1,156687,4505,0.16740366392924827,0.4852012188324477,470.7994871985434,High,0
43,20030,Self-Employed,11,18,0,1,0,16164,1426,0.07119321018472291,0.0672491263105342,707.4218671992013,Low,1
51,32334,Unemployed,7,16,0,4,0,44316,2531,0.07827673656213274,0.11421413991464094,633.7539432176656,Medium,1
58,17571,Self-Employed,21,2,2,1,0,165631,4719,0.2685675260372204,0.7855320319465786,540.6399749587389,High,0
24,31927,Employed,29,15,2,4,1,67968,4751,0.1488082187490212,0.1774047044820998,496.4987314811915,High,0
21,23714,Employed,1,13,4,5,0,145119,4863,0.20506873576790083,0.5099624694273425,519.7940035422114,High,0
62,26387,Self-Employed,6,11,0,4,0,181057,4038,0.1530299010876568,0.571799876201665,572.3284192973813,Medium,1
28,31444,Self-Employed,3,11,0,2,0,142649,4113,0.13080396896069202,0.3780503964720349,626.6204999363948,Medium,1
46,22921,Self-Employed,17,10,2,3,0,139942,2231,0.09733432223724968,0.5087837936099355,577.7928537149339,Medium,1
53,16057,Self-Employed,27,16,2,3,0,39094,2452,0.15270598492869153,0.20289178136223038,619.5017749268231,Medium,1
42,27858,Employed,5,7,4,0,0,60329,2846,0.10216095914997488,0.1804658147270682,621.912736018379,Medium,1
38,29062,Self-Employed,26,16,4,2,0,145289,3202,0.11017823962562796,0.41660645057692747,611.782224210309,Medium,1
53,39850,Unemployed,8,19,1,3,1,88138,1816,0.045570890840652446,0.18431200334588038,558.4727728983688,Medium,0
27,23567,Employed,26,10,3,5,0,71141,1780,0.07552934187635253,0.2515558478663668,545.8431281028556,High,0
54,32739,Self-Employed,8,1,0,4,0,158415,4103,0.12532453648553712,0.4032270380891292,535.7674333363879,High,0
26,6754,Employed,13,9,0,4,1,133307,704,0.10423452768729642,1.6447907412891127,403.8044122001777,High,0
41,30044,Self-Employed,7,9,4,1,1,186894,1341,0.04463453601384636,0.518389695113833,498.5404739715085,High,0
52,4724,Self-Employed,18,10,4,1,0,149075,3462,0.7328535139712108,2.6297452723680497,394.27286198137165,High,0
52,4376,Employed,2,5,1,4,1,195610,3590,0.8203839122486288,3.725053321145643,300.0,High,0
53,11706,Self-Employed,17,3,3,5,0,168161,1159,0.09900905518537502,1.1971140156045332,451.292072441483,High,0
35,11894,Employed,4,11,1,4,0,189667,4626,0.3889355977803935,1.32887029875007,488.5955103413486,High,0
56,21037,Self-Employed,13,10,3,1,1,88197,3722,0.17692636782811239,0.34937253410657415,507.806483814232,High,0
49,21450,Employed,27,12,0,3,0,87318,3438,0.1602797202797203,0.3392307692307692,610.4125874125874,Medium,1
41,19406,Self-Employed,29,4,1,0,0,166101,3560,0.18344841801504688,0.7132716685561167,595.1898897248274,Medium,1
40,32725,Employed,3,5,4,1,0,84023,3082,0.09417876241405654,0.2139623121976063,590.8608097784569,Medium,1
49,8926,Self-Employed,6,0,1,5,0,187396,1715,0.19213533497647323,1.749533198894615,411.97176786914633,High,0
54,12496,Employed,19,5,1,3,0,56962,2243,0.17949743918053776,0.3798682244985062,560.6682138284251,Medium,1
29,39068,Unemployed,24,17,0,3,0,118037,1760,0.045049657008293234,0.2517768164909047,654.4874321695506,Medium,1
30,32806,Unemployed,27,8,4,3,1,175114,4007,0.12214229104432116,0.4448220853908838,448.65359995122844,High,0
40,25663,Unemployed,11,14,4,2,0,92601,1796,0.06998402369169622,0.3006955539102989,613.5601839223785,Medium,1
42,39495,Self-Employed,1,7,2,2,0,89859,2675,0.06773009241676162,0.18959994936067856,605.4963919483479,Medium,1
52,25656,Self-Employed,10,18,2,3,1,95933,3236,0.1261303398815092,0.31160027543914354,526.1683426878703,High,0
58,28860,Employed,13,15,2,5,0,50957,43,0.00148995148995149,0.14713848463848464,595.9928967428967,Medium,1
47,19832,Employed,21,5,0,4,0,87864,488,0.024606696248487294,0.3692012908430819,569.8951189995967,Medium,1
34,24727,Employed,22,5,1,5,0,131358,4276,0.1729283778865208,0.44269422089214217,517.6869414000889,High,0
37,32545,Self-Employed,15,2,4,2,0,48739,3148,0.09672760792748503,0.12479899626158653,560.9047472730066,Medium,1
42,5520,Unemployed,19,9,4,1,0,43733,4723,0.8556159420289855,0.6602204106280193,492.7128623188406,High,0
39,6081,Employed,28,0,1,2,0,50389,956,0.15721098503535602,0.6905251329276983,539.7031738200953,High,0
30,37196,Unemployed,5,13,4,4,0,165787,2114,0.05683406817937413,0.37142658708821735,565.8943165931821,Medium,1
36,39735,Self-Employed,22,3,1,0,0,175188,1115,0.028060903485592047,0.36740908518937965,629.5881464703662,Medium,1
53,17566,Self-Employed,3,11,0,2,0,61922,1781,0.1013890470226574,0.2937587764241527,635.2077877718319,Medium,1
29,17042,Employed,14,5,0,5,0,192323,2826,0.16582560732308416,0.940436372882682,498.674744748269,High,0
58,28498,Employed,23,10,0,5,0,197866,650,0.02280861814864201,0.5785961587947692,562.5471962944769,Medium,1
36,14329,Employed,24,11,1,3,0,22580,1876,0.13092330239374694,0.13131877079116944,611.4100774652802,Medium,1
29,34656,Self-Employed,0,9,1,3,0,120900,340,0.009810710987996307,0.2907144506001847,606.3798476454293,Medium,1
26,5159,Employed,6,17,3,3,1,136895,2950,0.5718162434580345,2.2112651030561477,343.706144601667,High,0
24,22363,Employed,24,6,4,0,0,12084,3375,0.15091892858739883,0.045029736618521665,619.1879443724008,Medium,1
45,22033,Unemployed,11,6,4,4,1,82991,2445,0.11096990877320383,0.3138890149624049,427.85027004947125,High,0
31,13805,Self-Employed,9,10,3,1,0,146679,2750,0.199203187250996,0.885421948569359,572.9703006157189,Medium,1
48,38851,Unemployed,4,3,3,5,1,87455,2144,0.05518519471828267,0.187586334114094,417.12259658696047,High,0
36,29832,Employed,11,19,0,5,0,117540,1354,0.04538750335210512,0.32833869670152854,619.8531777956557,Medium,1
64,16944,Employed,17,0,3,4,0,119540,3276,0.193342776203966,0.5879170601196096,481.52384324834753,High,0
33,22873,Self-Employed,9,12,1,0,0,148041,448,0.019586411926725833,0.5393586324487387,665.2881126218685,Medium,1
22,26928,Employed,5,17,2,3,0,199131,4172,0.15493166963755198,0.6162451723113488,599.4334893048128,Medium,1
52,18379,Employed,27,8,1,4,0,22333,4991,0.2715599325316938,0.10126140341331592,561.3371238913978,Medium,1
29,39751,Employed,11,8,3,1,0,132182,4644,0.11682724962894016,0.2771041399377793,609.3544816482604,Medium,1
42,37546,Employed,6,8,4,3,0,41668,797,0.0212272945187237,0.09248211083293383,581.9037980077771,Medium,1
38,27286,Employed,17,9,1,1,0,16945,3496,0.12812431283442058,0.05175120330328129,646.5200102616726,Medium,1
53,8110,Employed,1,1,4,2,0,107528,4910,0.6054254007398274,1.1048910809699959,436.05548705302095,High,0
40,15087,Employed,9,5,1,1,0,51526,2182,0.14462782528004242,0.2846048474404012,610.5683701199708,Medium,1
33,26762,Employed,14,14,4,3,0,52717,3326,0.12428069650997683,0.16415377525346886,595.2370899035947,Medium,1
56,20081,Self-Employed,29,2,1,2,0,195498,645,0.032119914346895075,0.8112892784223893,557.4682535730292,Medium,1
62,37947,Employed,11,10,4,3,0,95480,719,0.018947479379134054,0.20967841111726004,585.1455978074683,Medium,1
59,12596,Self-Employed,25,5,2,5,0,140673,1522,0.12083201016195617,0.930672435693871,484.659812638933,High,0
56,21313,Employed,16,2,0,3,0,17930,1069,0.05015718106320086,0.07010588216894227,589.7747853422794,Medium,1
31,4013,Employed,3,10,1,2,0,9333,4743,1.1819087964116621,0.19380762521804137,496.5424869175181,High,0
48,26705,Self-Employed,6,14,2,1,0,125384,4887,0.18299943830743307,0.3912625600698995,634.5643137989141,Medium,1
22,4828,Employed,29,12,0,5,0,22839,4674,0.968102734051367,0.39421085335542666,470.17502071251033,High,0
52,10909,Employed,8,19,1,0,0,56337,3075,0.28187734897790817,0.43035566963058025,675.3533779448162,Medium,1
40,16109,Employed,18,9,2,0,1,176276,3807,0.23632751877832267,0.9118919030769549,491.927183561984,High,0
46,5023,Unemployed,27,5,2,0,0,25195,3361,0.6691220386223372,0.41799389475081294,549.6257216802708,High,0
60,17537,Employed,26,14,2,0,0,163920,2156,0.12294006956720077,0.7789245595027656,638.51171808177,Medium,1
28,29661,Employed,22,17,3,4,0,94229,4555,0.15356865918209095,0.2647387703269164,590.6874346785341,Medium,1
35,36848,Self-Employed,6,17,4,0,0,118251,2313,0.0627713851498046,0.26742971124620063,671.4216511072515,Medium,1
64,18379,Employed,22,6,0,2,0,117265,3505,0.19070678491756896,0.5316983151060086,585.2132869035312,Medium,1
29,30766,Employed,1,14,4,0,0,176926,4139,0.13453162582071118,0.47922490194803785,635.1027107846323,Medium,1
26,5563,Employed,5,17,4,3,1,106986,632,0.1136077655941039,1.6026424591047996,425.2085205824195,High,0
27,39060,Self-Employed,17,17,4,0,1,55998,2199,0.05629800307219662,0.11947004608294931,581.0760368663595,Medium,0
61,32197,Employed,5,19,2,1,0,36558,3063,0.09513308693356524,0.09462061682765475,687.9067925583129,Low,1
34,6586,Employed,12,8,4,2,0,7985,2910,0.4418463407227452,0.10103502378783277,550.9163376860006,Medium,1
55,19087,Employed,25,1,3,2,0,66794,622,0.03258762508513648,0.29162082394649064,563.5922355529942,Medium,1
24,26225,Self-Employed,18,7,1,5,0,48585,360,0.013727359389895138,0.1543851286939943,564.0896091515729,Medium,1
63,32750,Employed,29,19,2,4,1,45264,2367,0.07227480916030535,0.11517557251908397,529.4164885496183,High,0
30,9643,Unemployed,1,1,0,3,0,169398,209,0.02167375298143731,1.4639116457533963,504.5644508970237,High,0
57,30523,Employed,11,10,1,2,0,89816,3467,0.11358647577236838,0.24521399163472354,621.6567834092324,Medium,1
59,39727,Unemployed,14,6,1,1,0,195333,930,0.023409771691796512,0.4097402270496136,622.6064137740076,Medium,1
26,14005,Unemployed,13,5,1,0,0,39022,4584,0.32731167440199926,0.23219088420802095,611.7911460192788,Medium,1
44,3161,Employed,5,9,4,2,1,151739,3943,1.2473900664346727,4.00028999261837,300.0,High,0
19,19029,Employed,17,4,4,1,0,23065,4696,0.24678122865100635,0.10100811042794332,574.3257659362026,Medium,1
22,17226,Employed,4,10,2,0,0,119382,4869,0.2826541274817137,0.5775281551143621,611.4298153953326,Medium,1
46,31731,Employed,17,0,4,4,0,133145,877,0.02763858687088336,0.34967119431050603,505.7030979168636,High,0
54,6390,Self-Employed,2,1,4,2,0,92191,4795,0.7503912363067292,1.202282211789254,412.81611893583727,High,0
55,8997,Employed,2,0,4,2,0,146078,2499,0.27775925308436145,1.3530250824348857,455.4873846837835,High,0
36,15693,Employed,21,18,2,1,0,76819,2523,0.16077231886828522,0.40792603921068843,656.2317593831644,Medium,1
25,3541,Employed,21,1,2,5,0,112158,4351,1.228748940977125,2.6395086133860493,300.0,High,0
62,24817,Unemployed,9,19,3,3,1,181148,391,0.015755329008341055,0.6082792709298733,516.6126042632067,High,0
18,16428,Employed,18,3,3,4,0,186465,3902,0.23752130508887265,0.9458698563428293,469.7452520087656,High,0
39,13258,Employed,2,11,3,3,0,8143,2321,0.1750641122341228,0.05118293357469704,590.9213305174234,Medium,1
34,19044,Employed,28,19,3,2,0,62505,4940,0.2593992858643142,0.27351134215500944,627.4614051669818,Medium,1
24,32411,Unemployed,11,17,1,3,0,148489,3981,0.1228286692789485,0.3817865333785855,627.3533676838111,Medium,1
42,8469,Self-Employed,28,0,1,0,0,167372,138,0.016294721927027984,1.6469083323493525,539.2301334277955,High,0
62,31854,Employed,15,0,3,4,1,33896,102,0.0032021096251648143,0.0886754149138779,434.29522195014755,High,0
21,9256,Employed,16,13,3,3,0,55629,483,0.052182368193604146,0.5008372947277442,588.6878781331028,Medium,1
53,13720,Employed,6,3,0,0,0,163678,4319,0.31479591836734694,0.9941569484936832,567.5750728862973,Medium,1
23,36937,Employed,12,4,1,1,0,44916,4073,0.11026883612637735,0.10133470503830846,620.6876573625362,Medium,1
48,36598,Unemployed,23,10,0,3,0,66330,1848,0.050494562544401336,0.15103284332477185,624.8786818951855,Medium,1
36,4651,Self-Employed,1,12,0,4,1,12551,1884,0.4050741775962159,0.22487995413172795,467.8983014405504,High,0
61,22194,Employed,3,15,4,0,0,105972,3205,0.1444083986663062,0.39790033342344777,643.7969721546364,Medium,1
56,28051,Unemployed,9,12,2,3,1,124623,2161,0.07703825175573063,0.3702274428719119,498.54176321699765,High,0
44,30386,Employed,6,1,1,1,1,192494,1464,0.048180082932929635,0.5279130740033787,487.5436056078458,High,0
27,12518,Self-Employed,23,15,3,3,0,118216,643,0.05136603291260585,0.7869734249347606,581.6176705544017,Medium,1
43,19184,Unemployed,16,5,3,0,0,72782,3436,0.17910758965804838,0.31615756185710314,604.537635529608,Medium,1
36,36787,Employed,19,13,2,3,1,70391,4553,0.12376654796531383,0.15945623906996131,510.5806398999647,High,0
56,24621,Self-Employed,5,0,1,4,0,109957,610,0.024775598066691037,0.3721653601938724,534.6970066203647,High,0
20,13028,Employed,18,16,3,2,0,128546,4302,0.3302118513969911,0.822241838092314,571.0400675468222,Medium,1
62,15448,Employed,4,10,3,0,0,130006,1543,0.09988348006214397,0.7013097704125669,615.9353961677888,Medium,1
30,37051,Employed,9,18,4,0,0,68411,3539,0.09551699009473429,0.1538667422381762,679.3059566543413,Medium,1
45,33447,Employed,8,2,0,0,0,78185,1466,0.04383053786587736,0.19479823800839138,643.0524411755913,Medium,1
37,21394,Self-Employed,26,10,3,0,0,136960,916,0.042815742731606994,0.5334829079804306,632.8531363933813,Medium,1
45,37501,Unemployed,12,4,1,3,0,132574,1181,0.03149249353350577,0.2946010328613459,578.5448388042986,Medium,1
25,33254,Self-Employed,18,16,2,4,1,193207,2146,0.06453358994406688,0.4841698241815521,493.2057797558188,High,0
58,21509,Unemployed,20,6,4,1,0,34424,2272,0.10563020131107909,0.13337052706618935,599.3221442186991,Medium,1
56,17472,Self-Employed,23,9,1,4,0,46559,851,0.04870650183150183,0.22206482753357754,585.8313301282052,Medium,1
18,6471,Employed,5,10,4,0,0,16075,4536,0.7009735744089013,0.2070133415752331,563.4623705764179,Medium,1
20,33268,Employed,3,2,0,5,0,158771,719,0.021612360226043046,0.39770700573123324,533.5440964290009,High,0
30,11329,Employed,23,19,3,3,0,184044,4680,0.41309912613646393,1.353782328537382,524.2011651513814,High,0
45,37865,Self-Employed,26,9,1,5,0,14950,2014,0.05318896078172455,0.03290197631938026,576.6432061270302,Medium,1
42,31272,Unemployed,2,9,2,3,0,141485,3472,0.11102583781018163,0.37702790568772915,579.0552251215145,Medium,1
50,9397,Employed,2,13,0,0,0,44305,3642,0.3875705012237948,0.39290021638111455,644.9175268702778,Medium,1
55,35373,Self-Employed,3,11,0,3,0,8569,3870,0.10940547875498262,0.020187242623846812,630.6601079919714,Medium,1
23,38525,Self-Employed,24,14,4,0,1,71778,63,0.00163530175210902,0.15526281635301753,570.4879948085659,Medium,0
61,27570,Employed,4,9,0,4,0,107633,4863,0.1763873775843308,0.3253324870027808,574.3135654697135,Medium,1
62,21284,Employed,7,9,1,2,1,35085,559,0.02626386017665852,0.13736844578086826,533.6062300319489,High,0
49,21994,Employed,15,18,4,3,1,101307,1733,0.07879421660452851,0.38384332090570156,507.5140947531145,High,0
62,26284,Employed,21,0,0,0,0,97174,669,0.02545274691827728,0.3080898391924111,628.4602800182621,Medium,1
64,20833,Employed,2,9,2,5,0,41163,3894,0.18691499063985023,0.16465463447415157,542.6909230547689,High,0
38,28122,Employed,23,1,1,0,0,54592,1542,0.05483251546831662,0.16177132968257354,628.7138183628475,Medium,1
33,8017,Employed,11,16,2,5,1,193405,1271,0.15853810652363728,2.010363394453453,370.35362354995635,High,0
38,19370,Employed,24,6,2,3,0,122431,2415,0.12467733608673207,0.5267208742040956,553.4354672173464,Medium,1
28,32252,Unemployed,7,6,4,1,0,13039,2791,0.08653726900657324,0.0336904171317541,607.5941026913059,Medium,1
54,10999,Employed,12,19,3,5,0,144270,4713,0.4284934994090372,1.093053913992181,497.9975452313847,High,0
53,25436,Self-Employed,3,8,4,0,0,170426,3054,0.1200660481207737,0.5583490590763747,602.0911306809247,Medium,1
52,5096,Employed,13,1,1,3,0,8824,2458,0.48233908948194665,0.14429618001046574,518.4615384615385,High,0
36,28279,Employed,13,13,1,0,0,55420,3065,0.10838431344814173,0.16331317703360562,682.1950917642067,Low,1
37,29201,Unemployed,12,16,4,1,0,94535,1163,0.03982740317112428,0.26978242754243575,649.033765966919,Medium,1
35,22715,Employed,26,0,3,2,0,8436,4559,0.2007043803653973,0.030948712304644507,554.0585516178737,Medium,1
64,32309,Employed,5,8,4,1,0,98550,2749,0.08508465133554118,0.2541861400848061,604.5386734346466,Medium,1
58,18078,Self-Employed,16,19,1,4,0,176929,1948,0.1077552826640115,0.8155815540067116,593.1344728399159,Medium,1
31,8105,Employed,3,18,3,3,0,21057,59,0.007279457125231339,0.21650215916101173,636.1363355953116,Medium,1
32,32312,Employed,7,3,1,1,0,6310,3102,0.09600148551621689,0.01627362383428241,622.503404307997,Medium,1
48,5839,Employed,16,7,3,2,0,131913,332,0.05685905120739853,1.8826425757835246,495.2183593081007,High,0
18,6384,Employed,2,12,3,0,1,71013,4171,0.6533521303258145,0.9269658521303258,445.9797932330827,High,0
20,16493,Employed,16,3,4,3,0,65022,189,0.011459407021160493,0.32853331716485784,543.9128721275692,High,0
33,20069,Employed,8,8,4,5,0,144978,3560,0.17738801136080523,0.601998106532463,492.5935522447556,High,0
40,10531,Unemployed,1,8,4,1,0,145940,295,0.028012534422182128,1.1548444275630678,557.347830215554,Medium,1
28,10736,Self-Employed,24,17,3,2,0,23546,2548,0.23733233979135618,0.18276515151515152,625.5542101341281,Medium,1
29,10710,Self-Employed,12,11,3,1,0,103812,176,0.016433239962651728,0.807749766573296,604.563025210084,Medium,1
27,4619,Self-Employed,19,9,1,4,0,77855,799,0.17298116475427583,1.404614996030887,499.9653604676337,High,0
49,16975,Unemployed,1,10,2,3,0,38149,805,0.04742268041237113,0.1872803141875307,603.0724594992636,Medium,1
33,26252,Employed,19,6,4,0,0,118591,1742,0.0663568490019808,0.37645068312255575,609.4501371324089,Medium,1
25,18261,Unemployed,27,8,1,2,0,159756,214,0.011718963912162532,0.7290400306664476,594.8513224905536,Medium,1
55,4431,Self-Employed,10,5,1,1,0,34858,1879,0.42405777476867523,0.6555706010682314,554.7788309636651,Medium,1
29,12067,Self-Employed,26,18,0,3,0,50330,2700,0.22375072511809066,0.3475732714565896,632.2955166984337,Medium,1
41,30037,Employed,25,15,4,1,0,195276,596,0.01984219462662716,0.5417651563072211,630.1130272663715,Medium,1
45,12557,Employed,21,14,1,3,0,97203,1717,0.1367364816437047,0.6450784423030979,594.8869156645695,Medium,1
25,12435,Employed,14,6,0,4,1,30293,1355,0.10896662645757942,0.20300898002948667,474.7434660233213,High,0
45,3162,Self-Employed,10,15,4,1,0,61869,4223,1.3355471220746362,1.6305344718532575,406.9022770398482,High,0
53,37742,Employed,22,4,3,4,0,95429,1292,0.03423242011552117,0.21070469680108808,543.2498277780722,High,0
43,22675,Self-Employed,2,15,0,5,0,140701,2598,0.1145755237045204,0.5170929805218669,580.2253583241455,Medium,1
25,11461,Employed,2,0,3,5,0,10704,3437,0.2998865718523689,0.07782915975918332,479.3438617921647,High,0
45,20015,Employed,27,18,2,2,0,137848,4714,0.23552335748188857,0.5739362145057874,617.3010242318261,Medium,1
45,35591,Employed,25,4,2,4,0,193327,141,0.003961675704532044,0.4526589118972025,542.365064201624,High,0
54,31047,Employed,11,6,2,3,0,53281,3216,0.10358488742873707,0.14301167047809235,578.989113279866,Medium,1
58,37782,Employed,23,18,2,2,0,121972,2839,0.07514160182097294,0.26902581476187953,654.8414588957705,Medium,1
53,12833,Employed,4,4,1,1,0,118532,4340,0.3381906023533079,0.7697083041117951,553.2346294708954,Medium,1
44,10896,Unemployed,19,16,2,1,0,167308,3513,0.3224118942731278,1.2795827214880078,574.5356093979442,Medium,1
34,35972,Employed,6,7,1,3,0,71780,2750,0.07644834871566775,0.16628674153971607,595.8489936617369,Medium,1
26,33508,Employed,6,0,1,0,0,137405,1714,0.05115196371015877,0.3417218773626199,613.3584517130237,Medium,1
50,8347,Self-Employed,12,1,4,0,0,187018,1135,0.1359769977237331,1.8671179266003755,486.65568467712944,High,0
37,33314,Unemployed,8,14,1,1,1,60333,3721,0.111694782974125,0.15092003361949932,567.541424025935,Medium,0
30,5643,Self-Employed,24,19,1,3,0,163349,1909,0.33829523303207515,2.4122659341957586,489.66861598440545,High,0
45,21681,Employed,20,17,2,0,0,186678,2247,0.10363913103639132,0.7175176421751764,659.5122457451225,Medium,1
46,18892,Unemployed,12,10,1,4,0,138005,4516,0.2390429811560449,0.6087453242995271,544.790122803303,High,0
30,20073,Self-Employed,11,9,3,1,0,169586,4102,0.20435410750759728,0.7040385924708149,578.2351915508394,Medium,1
63,39768,Employed,12,3,2,5,0,94893,1548,0.03892576946288473,0.19884706296519816,528.3980838865419,High,0
52,33682,Employed,23,4,0,4,1,67958,2639,0.07835045424856006,0.1681362943609841,470.50976782851376,High,0
23,35262,Employed,9,3,2,3,0,142899,4766,0.1351596619590494,0.33770773070160515,548.5183767228178,High,0
35,34358,Employed,0,12,1,5,0,35844,4511,0.13129402177076663,0.0869375400197916,579.0284649863205,Medium,1
22,17289,Self-Employed,24,12,3,4,0,119501,2831,0.16374573428191336,0.5759972622283919,545.7906761524669,High,0
64,10927,Employed,7,17,2,0,0,96200,1006,0.09206552576187425,0.733656691376102,659.932735426009,Medium,1
